	Speckle	Interior_Act1	Interior_Act2	Interior_Act3	Interior_Repr1	Interior_Repr2	Near_Lm1	Near_Lm2	Lamina
A1	3.0638727740924536	-1.0283163646838582	0.6007710120444517	-17.176690805319364	-0.4120905948593852	-17.217259120744174	-2.943801319808521	-16.043119278506804	-17.543070314640058
A2	1.2096743891690405	1.4742679439681428	0.8104925865422062	-2.918582858283494	0.9496279641288378	-1.4566984770786726	-0.06928612629370702	-8.450019117890225	-17.543070314640058
A3	-3.1956561940256707	1.3044889614838284	0.325134036701211	0.2635338027604075	0.5623097575513606	0.29084758675306954	-0.0907459016589578	-1.911660489741926	-4.756874725070289
B1	-1.4778088521547508	-0.8323721790386005	0.9968858631595829	-4.500454987222402	1.66547874824902	0.3427646083593666	2.1263412625727676	-1.768771764113753	-5.33623500612885
Quies	-5.574944097722497	-0.382207591690782	-0.5601054782364873	0.7478061527810047	-0.8975784142421415	0.8928995418792756	-0.3578843011058487	0.6562384664369099	-0.7446603831267739
Inactive	-16.44337594418337	-3.217143453687963	-1.6370420594116508	0.41139218088094776	-5.161711028478099	-0.5590832343669265	-3.3323980630930246	0.8822680852726693	1.462089550907618
B4	-0.8143416759783795	-1.3028404572456111	1.1625118792554725	-17.176690805319364	1.44701304231033	-0.740240598759876	2.5951306438149793	-1.1510316255126165	-3.4989416110390144
