name	Speckle	Interior_Act1	Interior_Act2	Interior_Act3	Interior_Repr1	Interior_Repr2	Near_Lm1	Near_Lm2	Lamina
A1	0.7451889635984233	0.06538372362624623	0.12473916067702295	0.0	0.05680500811500116	0.0	0.007883143983306284	0.0	0.0
A2	0.20610833653476757	0.3705339992316558	0.14425662696888206	0.019592777564348827	0.145985401459854	0.05551286976565501	0.057817902420284284	0.0001920860545524395	0.0
A3	0.009725599166377214	0.3293967812897997	0.10304503878661572	0.17783952761375477	0.11161282852842422	0.18640731735556326	0.056964223688780825	0.017946046080815098	0.007062637489869168
B1	0.03199418287584076	0.07489547355026359	0.16415197236866025	0.006544264679149246	0.2397745864388293	0.19323759316487912	0.26486093437556807	0.019814579167424105	0.004726413379385566
Quies	0.0018684936382240413	0.10232227066464988	0.055787881484117806	0.24877658154640092	0.04057300471572204	0.28294332235964054	0.047335172168342377	0.10641516149123588	0.11397811193166651
Inactive	0.0	0.01433981004407474	0.026444844496865107	0.1970327146315724	0.0021106213917685764	0.10342044819666026	0.006021478676516233	0.12446458501458812	0.5261654975479546
B4	0.05067567567567568	0.05405405405405406	0.18412162162162163	0.0	0.20608108108108109	0.09121621621621621	0.36655405405405406	0.030405405405405407	0.016891891891891893
